text_id,text,PhyID,platform
2208231,"Dr. Schmidt performed a total ankle replacement on me one year ago. It has truly changed my life. After 15 years of limping in pain, with little results from another doctor, I found Dr. Schmidt. I can now say that my new ankle is the best part of my entire body.
I review optional replacements and Dr. Schmidt's impressed me the most.
Dr. Schmidt and his staff were professional, courteous, and extended the confidence I needed to go thru with the surgery.  Thank you Dr. Schmidt and staff.",100504637,HG
4851743,"Broke my nose while sleeping and my dad fell over my dog landing on my face. Dr. Chan was able to see me the next day, and fixed my nose. I was worried my nose would never be the same but after 1 month, I am certain I will not notice anything. Interestingly my breathing improved, and I asked Dr. Chan about that-- he said the straightening my broken nose may have also improved my airway. Not my recommendation for improving snoring, but breaking my nose may have been one of the best things to happen to me. Dr. Chan is a great doctor and I highly recommend him.",101109729,Vitals
748960,"When this ""doctor"" ""took care"" of our precious Santa Wanda Nida, the hypocrite told her she needs oxygen tanks but in order to get oxygen tanks doctor's prescription is required & he never gave her. Also when he sent her to stay at animal john stroger hospital for edema, he never followed up on her precarious condition. This dude only self-contradicts himself!!!",100167584,Vitals
3867094,"Dr. Javed saw my brother for heart failure at a local hospital at the beginning of this year 2017.  He has seen him in his office for follow up for hospital discharge.  He is so wonderful.  He's caring and has gone out of his way for my brother.  He has been kind and empathetic with not only with my brother, but also with me and our family.  Thank you Dr. Javed, you are a God-send.",100884364,HG
62542,"Has been my GP for 7 years.
I am a senior and therefore need more medical attention. I have found his work to be excellent. He excels in knowing when your need a specialist and referring to excellent doctors, doing the job of a GP as it should be done.",100013401,HG
2661343,very clear and outspoken with info and treatment,100608116,HG
512649,"I wouldn't say Dr Mears is disrespectful I would just say she isn't very empathetic or concerned despite any serious health diagnosis' you may have or mental health problems that you feel should be discussed, I always thought you could goto a primary about any mental health concerns.. definitely a very cold cold experience. After the very first visit I knew I wasn't at all comfortable to put my health in her hands.",100115523,HG
2781764,"After establishing myself as a patient, I waited five months to see this docor,  then after a year, had to re-establish myself and waited another five months for an appointment.  Didn't do anything to relieve my pain, but offered me medication, not pain pills, didn't want them.  Everything about this clinic is wrong.  Right down to being double billed.  You have to pay a deductible to use the building, then another for the doctor.",100634869,HG
1787705,"A very good doctor,I'm glade to have him.",100409567,HG
3393093,"Dr. Conway is the best gynecologist.   She is knowledgeable, patient & friendly.  She always listen to your problems patiently, and try to find the cure for you.  She only suggest surgery when it's necessary.  Not like other gynecologists, who always tell you to have a hysterectomy just to make money.  I had a problem which two gynecologists could not tell me the cause of it, but one visit with Dr. Conway, she already knows the cause.  She took care of my problem with one simple same day surgery.  She also performed another major surgery on me a few years ago, and she did a great job.  I live about a hour from her office and hospital, but I am willing to make the trip to have her treat me.  She is really worth it.",100779162,RateMD
159204,"I have been seeing Edgerton for about 4 years now and I just love him. He is open to any and all questions and will sit with me until I have gone through my (literal) list of questions I have previously written out for him. I originally went to him for pain during intercourse after I had gone to several GYNs who had no clue how to diagnose me. It was Edgerton who helped me discover I have Vulvar Vestibulitis. He gave me a lot of information on it and helped me work through this condition and I have gotten much better with the pain as it is almost non-existent now. I was very glad to use him as my OB once I was pregnant and he was TERRIFIC before/during/after the delivery. It's a shame he no longer delivers babies now. I will say that some of his staff isn't always the friendliest or quickest with things, but it's more important to me to have a good doctor so i am willing to stick with him.",100034742,RateMD
1597057,Could not give Dr. Ganjoo better praise. I have seen multiple nephrologists through out my life. I was really spoiled by the excellence of Children's Hospital of Pittsburgh Chief of Nephrology. Dr. Ganjoo has been the first doctor since then to give me the same level of care.,100366242,Vitals
2921370,"I was surprised to see the lack of stars on Yelp for Dr. Goodlerner and her office as I had an excellent experience.
I saw Dr. Goodlerner for an annual skin checkup with several suspicious skin lesions I wanted her opinion on. First, I was very impressed by her office staff. When I called for an appointment I was welcomed by the staff member, was able to schedule an appointment the following week, and was sent a link to a portal site that allowed me to enter my information and history electronically ahead of time. It was refreshing to deal with a dermatologist office that had updated the practice so everything was handled electronically.
When I arrived for my appointment, the staff greeted me, they were very friendly and courteous, and I was seen promptly by Dr. Goodlerner. They also have an area in the waiting room with a small kids table and toys. I had to bring my 17 month old son and he was pleasantly entertained while I waited to be seen. 
Dr. Goodlerner did a thorough evaluation of my skin and recommended removal of several skin lesions. The follow-up appointments for biopsy and surgical removal were quick, painless, and my incisions healed beautifully.
I would recommend Dr. Goodlerner and her office to anyone who is looking for a courteous and friendly staff and a doctor who is straightforward, friendly, surgically adept, and practices with your best interests in mind.",100669134,Yelp
3052184,I was fortunate to get Dr. Dorfman when I went to the E.R. three years ago.  Great  care and the wait time is always short. He listens to your concerns.,100699963,HG
2721725,My child almost died during the birth with this doctor. The child had seizures right after the birth. The child is severely crippled. Perhaps there is a connection perhaps not.,100621416,RateMD
4134013,"Dr. Bzowej is caring, compassionate, well educated, listens and communicates wonderfully.  She is a thorough with diagnostics and conveys the results in a manner that is easily understood.  Dr. Bzowej has gone out of her way to call from her cell phone numerous times over the years to check on me - a level of kindness and care that is unheard of these days! Some ideas to get you started:-Write about overall experiences-Write about what you like or dislike about your physician-Write about whether you would recommend-Write as if you are talking to a peer who is asking your opinion",100947656,Vitals
2741524,competent and beautiful!,100625570,Vitals
3816333,Yuck. This practice focuses on bullying patients into their policies. If you refuse something they recommend or have a different view surrounding childbirth they will DISMISS you as their patient. If you want to be a part of the decision-making process with your care - avoid this practice!,100872192,Yelp
558226,"Dr. Behnam gets my highest recommendation. She is very warm, caring & respectful... which is rare in a Dr. I feel lucky to have found her. I like that you can get in to see her promptly, if needed. Her staff is wonderful, too.",100125452,HG
1349105,"Dr A. Marchese has treated me for several problems since I became her patient.  She listens intently, shows concern and talks with you about your treatment.
She is by far one of the BEST physician's I have encountered.",100307748,HG
1322038,"An absolutely fantastic experience, nothing but the finest group of professionals caring for their parents and families every need in a friendly and fun atmosphere",100300930,HG
762805,"I'm not sure if recent anonymous person was at the same Dr Khoury that I was. I had a completely different experience. My husband and I found Dt KHOURY to be very professional & knowledgeable. He took time to discuss my current problem, provided a complete explanation of my choices and answered all of our questions in detail . I would highly recommend Dr Khoury as an excellent High Risk Maternal Fetal Specialist.",100172905,Vitals
4816675,"After being involved in a vehicle accident I was sent to the hospital for and MRI and CAT.  This was on a Friday afternoon and spent too much time at the hospital only to be told by Dr Dirks to call and arrange a follow up appt in two weeks.   By Monday morning I was wanting questions answered only to be given a run around by the office staff.  I walked in unannounced that afternoon to find the Dr there and proceeded to explain  that I had a LOT of questions about my injury.  An appt was set for the following day (front office made it very apparent I was inconveniencing them).  A few more x-rays were taken.  After a few minutes of the Dr's time I was prescribed PT, told more than likely I would need surgery and I should get a lawyer.  One month of PT with minor improvement I went back for a follow up appt.  Dr Dirks asked if I wanted surgery, I told him not at this time, his response was call me when you are ready.  I've moved on to attempt alternative tx but will not return even if surgery becomes necessary.",101100570,Vitals
1520493,"Absolutely wonderful doctor! He is very friendly and down to earth. 
After having surgery, I could email him a question via his app (Healthloop) and he would get back to me right away; even if it was on a weekend! He was very concerned with making sure I was okay - before and after the surgery! He made the whole experience very easy.",100350088,Vitals
1908418,I called to schedule an appointment for a physical exam and was told I can&#39;t do it on the first visit. I need to schedule one visit first where the doctor schedules the exam on another visit so you will have to pay for multiple visits to get normal physical. I don&#39;t understand why you need 2-3 visits to get this simple thing.,100439076,Yelp
441140,"Went to see her for psychological issues and Narcolepsy.Too quick to prescribe anti depressants. I felt I was being rushed out the door after my initial visit.Has an accent (which is fine) but she stutters over every other word which makes it extremely difficult to understand her.Reception is completely unorganized. I told them multiple times to call my cell phone but kept calling another number where I don't live anymore. They're supposed to call to remind you of an appt the day before but they failed to do so after a few visits.Scheduled me for a time when I told them not to, AND called the wrong phone number to confirm the appointment which gave me no way to cancel or call back.Called to leave a message to make sure I had an appt since they were failing at the reminder phone calls. Started to leave message when doctor picks up the phone. Asked to make sure I had an appointment. She said I didn't but asked if I would like to schedule one. I said yes. I started to ask a question when I heard a click. She hung up on me. Next day, I get phone call from the receptionist saying I missed my appointment and I told her that the doc had scheduled me for a later time. Found out she double booked me in the same day.I was dropped for missing appointments that I was not informed of properly and not scheduled properly.The lady that used to work there as a receptionist did a fantastic job, but I guess she either quit(can't blame her) or was on vacation during this time.Don't see her. Not worth the headache and hassle.",100099148,Vitals
4961467,Very caring very thorough and actually took time to listen to me!!!,101135832,Vitals
2929838,"Doesn't take insurance.  Difficult to get a copy of your bill so that you can file on your own insurance.  Have had multiple appointments cancelled the morning of the appointment.  Takes days and multiple phone calls for a pharmacy to get information.  When you can see him, he takes time with the patient and is a good doctor.  The problem is actually seeing him, getting a copy of a bill, and the office response to requests for information.",100670796,RateMD
2091252,Great person ! Took care of the issue asap I had falling down because of the bad blood flow in the right leg ..: I went to 3 doctors before finding him and he found the issue and since then doing well.  God bless him,100479236,HG
2736845,"Normally I get stuck 10 times. This time just once, very happy",100624085,HG
4731497,"He listened to all of my concerns, and questions. He spent a lot of time with me . He DOES NOT  push surgery on you like other doctors do . Very good bed side manner . The office is very nice . His assistant gena is wonderful.  So glad I went. My husband and I will recommend many to him .",101080428,Vitals
117968,Dr. P is wonderful and caring. Highly recommended.,100024688,Vitals
4169729,"Amazing results, So excited about my lower eyelid lift results! I look 20 years younger I wish I would have done this a long time ago! I'll be back for more!",100953604,Vitals
322029,"He was excellent on all counts.  He listened to the patient's questions
and information given, he gave expert advice.   He gives his patients
a point of being able to contact him directly after hours.  Very thorough and has a good bedside manner.",100070785,Vitals
3635405,"After years of back and forth with podiatrists and other m.d.&#39;s , Dr. Shin zeroed in on the problem that not one other doctor had, including one who had insisted I had gout and should go on meds basically &#34;forever&#34;. He is beyond kind and attentive, he listens to you and did not rush. It&#39;s a treat to not have to hate going to the doctor!!! HIGHLY recommend him and this fine practice.",100829143,Yelp
2248306,"Wonderful, kind, knowledgeable, always positive and encouraging. Up to date on treatments. Takes time to explain things. Wish all drs was like her.",100514444,HG
1058478,My family and I can not thank Dr. Bansal enough for saving my daughter's life. Her lung infection had spread to rest of the body and she was on a respirator for 3 days. Dr. Bansal and his ICU staff were friendly and very responsive to our questions and concerns. The best doctor I have ever met!,100241484,Vitals
933166,"Even thought my elderly husband and I have now moved away from Tucson -   we both  REALLY miss Dr. Lin's professionalhigh quality care & wonderful 'bedside' manner'  !!!!!We knew she was  GREAT when we lived in Tucson for five years,but now we miss her s lot !!!! She and her staff will ALWAYS bewished all the best !!!!",100213163,Vitals
2744129,Give me my refund for the surgery you did not perform,100628244,Vitals
3110733,"I have been seeing Dr. Mahmood off and on for several years now, he is very competent, and knowledgeable, and always gives and offers broad based solutions in our discussions relative to my overall health. Under his care I have been able to either address or resolve most of my health issues. I am very thankful for his care, and would recommend him to anyone who needs a good doctor.",100712494,HG
1266903,"I have very complex Crohn's. Dr. Lederman was very honest about how ill I was. Over a 4 month period, Dr. Lederman was my biggest cheerleader! He was there to celebrate my success, and pick me up when I was down in the dumps. I wish all physicians were as compassionate, intelligent, and invested in patient outcomes as Dr. Lederman",100288108,Vitals
3805034,"If you want your health status to be judged instead of helped, go see her!",100870462,HG
504696,A warning to disabled patients with service dogs.  This office is NOT service dog friendly--no knowledge of ADA guidelines or sensitivity to patients with service dogs.,100113460,RateMD
4350288,He was late more than once to our scheculed appointment because he was getting dinner. Apparently eating was more important to him than our appointment. Only when I called him out on his repeated lateness did he even act remotely interested in my well being. He's nothing but a pill pusher.,100996835,Vitals
7706,"Had surgery with Dr Mo three months ago, I've been doing really well and I'm impressed with the progress. I've referred my neighbors to him.",100001677,Vitals
1306121,"Very professional..
knowledgeable and
made me feel comfortable..
very pleasant office environment.",100298445,HG
3393798,Dr Primack was very rude to me when discussing anxiety medicine- I said I had suicidal thoughts if I didn't take it and he said he better collect his copay today then-  Will not go back to him,100779324,Vitals
3983339,great visit. i didnt get hasseled for being a few minutes late. Girl at front desk and the nurse were both kind and dr o. was also very helpful and eased my anxiety.,100913767,RateMD
226000,"Kevin is  caring and friendly, very thorough, and follows up with phone calls if you are very sick to see how you are doing!!!  Amazing.  Best doctor I have had, and I am in the medical profession myself.  The waiting time is minimal, and he never makes you feel rushed at all.",100048409,Vitals
4687315,"BEWARE!!!!! This practice commits billing FRAUD. I&#39;ve worked in medical claims/billing and at a health insurance company for almost 5 years, so little did they know when they tried to charge me the amount that is &#34;not payable,&#34; I reported them immediately to my health insurance&#39;s fraud department, after speaking with their billing department and them acting like nothing is wrong. <br><br>To make matters worse, they canceled my appointment shortly after I reported them, as they didn&#39;t feel like I was a &#34;good fit as a patient for their practice,&#34; because I complained about their fraudulent behavior. That is some bs!!!!!<br><br>I will say though, if you never encounter these issues, their NP Jill is so wonderful. I feel sorry that she works for this unlawful practice.",101072950,Yelp
4275043,Excellent Dr. Explained things very well. Came in as the Dr on call. Found the problem and fixed it. I'm very happy with the outcome.,100977544,HG
3811960,Dr Benamu is very through with his exams. He answers alll my questions. He makes the necessary referrals when needed.,100871660,HG
3898715,Quality care and diagnosis.  Had the severed tendon in my hand repaired quickly after the accident.  Very professional with a great staff and an all around nice man on top of it all.   Highly recommend.,100893707,HG
3719599,I appreciate everything he has done for me. The Diagnosis was accurate and he was very prompt starting the procedures. He cares about his patients! Because of him I am still here to be with my bride of 63 years and able to enjoy my children and grandchildren. Thank You!  05/20/2014,100848956,Vitals
3976847,"Our experience with Dr. Greenfield exceeded our expectations.  Our daughter was diagnosed (very unexpectedly) with a rare brain tumor and we had to act fast to save her vision among other things.  I am so grateful we were in the right place at the right time.  Dr. Greenfield was incredibly professional, hands on and caring.  He always gave us clear information and was honest about the approach and risks.  

She had to have a two part surgery, one to remove the cyst and one to remove the tumor.  It was a very in depth procedure and she had to stay for recovery for several week in the hospital.  

While this was definitely the scariest time of my life (and my daughter's.. if I can speak for her), he helped us all feel calm.  We trusted him 100%.  No one wants their child to undergo brain surgery.  But, if they have to, I would send them to Dr. Greenfield and team.",100912024,HG
1920224,She is the best Dr. I have ever had very honest and caring about her patients.,100441347,Vitals
2968544,"Love Dr. Cindy. 
Down to earth, smart as a whip, takes as much time as I needed, is informed about new treatments.",100680968,Vitals
2039154,Dr. ALLEN was a very and thorough in her diagnosis. She took much time with me. She took a conservative approach in identifying the problem. Her recommendations were followed with excellent results. I Highly recommend Dr. Allen.,100468085,HG
3965940,Dr. Fischer performed a successful surgery on my Achilles Tendon.  He was easy to communicate with. I would recommend Dr. Fischer because he is very professional and experienced along with his staff.,100909906,HG
1508281,"The doctor was running very behind-almost 2 hours. He was apologetic.  However, he was rushed with me. Although this was a follow up visit, he seemed somewhat confused about my problem.",100347886,HG
3146338,"Dr. Akler is honest, knowledgeable and confident. She preformed my LASIK surgery and I was blown away by the results. The facility was spotless and her percision, calmness and skill during surgery was remarkable. Within 24 hours I was able to see clearly, nearly 20/15 vision.  I have had many LASIK consultations but Dr. Akler's confidents and knowledge sold me and she has a great personality to boot. I would HIGHLY recommend Dr. Akler for surgery or for any eye service.",100721666,RateMD
3406001,"My husband and I have been Dr. Goe's patients since 2004.  We see him for our annual wellness exams and any other health issues that have arisen.  We have always found him to be a well-informed, thorough, personable professional.  He is smart, well informed and has excellent communication skills. His support staff is also top notch.

We recommend him without reservation.",100781524,HG
865053,"I found Dr. Wilkinson to be impatient and too brisk.  She brushed aside any concerns and questions raised by me, and offered very little explanation for my symptoms.  She didn't give me much comfort that she was a competent and caring professional.",100197895,Vitals
2786371,"I can't thank Dr. O'Rouke enough for helping my husband (Larry Zanghi) with cancer. He team of Dr's at VA Hospital in Charlston SC. She is a truly great Dr. 
The care she took to work with him and his Family Dr. Was just over and above! She gives ??
Thank you, Ms Mickey Zanghi",100635828,HG
971722,He was an excellent surgeon and corrected my lower back issue so I can walk without pain again.,100223492,HG
540141,"In spite of outside films, the Scripps System required redo even though I had them done within last week! That seems pretty aggressive. Very kind and thorough.",100122550,RateMD
1762089,"Dr. Contino is amazing.  He has a great personality, great bedside manner and definitely knows what he's doing.  He talks to you in words that you would understand but tells it to you straight.  I definitely will miss him as my surgeon.  He's one of the best!!",100403411,HG
262742,This office is great. Dr. Is thorough and very kind.,100057381,Yelp
4793320,"I really appreciate the genuine concern by Dr. Dickerman and staff. Dr. Dickerman and Dr. Elder are thorough and knowledgeable. I am recovering with no pain! I also appreciate the nutrition and diet advice, as this should also help achieve a successful recovery.",101097000,HG
2697203,"Dr. Dunbar is fabulous!  He (and his staff) is kind,  considerate, compassionate, generous, and so other positive adjectives. I would travel from the far reaches of the Earth to have him care for any Orthopedic injury I might have.
My son had 7 fractures to his left lower leg. Dr. Dunban did a fabulous job at putting Humpty Dumpty back together functional. For that, I am forever grateful.",100617472,HG
3921528,Dr Homafar helped me deliver a perfect baby boy after 2 miscarriages. Other doctors told me I was too old to carry to term. I was 43. I got pregnant naturally and Dr. Homafar diagnosed a clotting problem. All I had to do was take folic acid and a baby asprin a day and he was born full term and 100% healthy. She is friendly caring and very competent.,100897595,Vitals
4591532,"Dr. Smith always took the time with me I needed. He is a compassionate, down-to-earth doctor. Never once did he try rushing me out of his office door. He discussed my medication with me and listened to how I was feeling before making a decision regarding my treatment. I absolutely recommend him!",101050838,Vitals
489727,"Dr. Adler is the most reliable and conscientious doctor I have ever met.  I have been a patient of his for 25 years
 He always listens carefully to my concerns and remembers details of my preferences.  His work is meticulous and my surgeries have always left me with an excellent and natural looking appearance.  He follows up with me until I am satisfied with every concern and until every question has been answered.  His staff at the office is very welcoming, friendly, and courteous.  Lisa made me feel so comfortable explaining everything I should expect before surgery, and treated me with kindness and dignity preop, during, and postop.  Sheila, Kathy, Theresa, Virginia, and Danny were very accommodating, providing me privacy in the office when my husband requested it for me at my postop visit.  Their sense of humor helped me to relax and feel welcomed.  The office is beautiful and immaculate.  I highly recommend this practice.  Your safety is never compromised.  Truly professional!!",100110505,HG
1765435,"I love Dr. Parker! I bring my entire family to him and have referred all my co-workers to him. I tell everyone that if they want to get better, their best chance is getting in to see Dr. Parker.A previous commenter said Dr. Parker left them in pain for almost a year. I cannot imagine Dr. Parker doing anything like that at all and I would think that person has some other axe to grind.",100404059,Vitals
239540,"First, I'll start by saying that I am the 5th person in my family, 3rd generation, to use Dr. Hah for various cosmetic procedures. Dr. Hah listened to my breast augmentation goals, and he offered his professional opinion. I had a hard time committing to a specific size implant and ultimately left the final decision up to Dr. Hah and his team to make in the operating room. I trusted them to make the safest decision with my goals in mind. They chose the PERFECT size for MY body. I am 5'4 110-115lbs and went with 420 Silicon Inspira implants. Impants were placed under the muscle. I am so pleased with my results and look forward to each of my visits with Dr. Hah and his team.",100050427,HG
4139126,Dr. Gaffney and her nurse Dorothy are the best.  Always pleasant and take time with me when I have questions.  Excellent team!,100948700,HG
762724,"I have been a patient of Dr Aziz over a year.  He listens, cares, and has helped me.  He is easy to reach, and I receive a return call in a very timely manner.",100172883,HG
4824504,Dr Matarese offered me an alternative treatement of knee injections which no prior doctor offered.  The injections are terrific and successfully are postponing a knee replacement.  He just scoped my good knee because of torn cartilage and was terrific.  He is extremely knowledgeable and takes the time to ensure you understand everything about your specific situation.  And he is just a nice guy!,101101847,Vitals
1393034,"My mom has been dealing w issue for awile and she doesnt retunn calls , staff not trained to answer questions test results never given had biopsy no results given should be on my pres and not does not know how to be compassionate to elderly",100316793,Vitals
1246785,Dr. Scott was thorough and attentive. Any questions I had were thoughtfully answered.,100282368,Vitals
2439825,"Let me begin by saying that I don't usually write reviews for anyone let alone my doctors. Yet the impact that this guy had one my health while I was in the icu has caused me to write this review. I was sick as stink and on life support when Dr Rishi first saw me in the critical care unit. Over the next two days he worked as hard and as compassionately as one can imagine and brought me back. A week later I was out of the icu. My family also has nothing but good things to say about him. Saved my life, they tell me. He sur did.",100558253,Vitals
1129300,"I had a miscarriage, Dr Lupin went through the treatment options with me and I chose oral Medications. When I asked side effects, how to take the medications and duration of treatment .. he kept saying "" the papers I'm giving You has all that on there"".  Couldn't believe it , how disappointing, as a patient having a miscarriage for the first time  and being unfamiliar with the process and of course anxious , last thing you want is an insensitive provider who will not  take the time to discuss it with you.  It's essentially saying "" read the directions you'll figure it out "" :/. . Why must a patient have to ask you details of the treatment plan ...can you not review even how to take the meds or side effects with the patient ...I still can't believe it",100255694,HG
743628,was ok   no problems,100166184,Vitals
2680609,Dr Wang was kind and explained everything. Made me feel comfortable,100611527,HG
4770643,"extremely well informed, is earnestly concerned about your life & health, listens well",101089367,HG
873681,"Looking for an ENT? Just don't.
I've been dealing with sinus issues for many years and a family member suggested a balloon rhinoplasty to open my passages. The doctor was nice, however I felt like the procedure was somewhat pushed on me upon my first visit -- no alternatives except for gutting out my sinuses, which is a more evasive procedure. I agreed and it was scheduled. I was told that the outpatient procedure would take me out of work for an avg of 2 1/2 days. Although I haven't had any issues post-op, I wish I wouldn't have been awake for what I witnessed after I was numbed up. 
If you're non-religious, then you should know that he'll ask to say a prayer prior to the procedure. He then pulled in 3 other people into that small room to observe (although one 'observer' assisted), and let's just say that it wasn't a walk in the park. He grinds a tube between your canine teeth and your gums to allow the balloon to enter your sinuses, but they don't tell you about the CRUNCH that occurs once the balloon is inflated. Personally, I don't like people messing around in my skull when I'm awake except for my dentist! 
The billing fiasco is another story all together. During the procedure the doctor said that there's no charge for the followup. Upon scheduling, the person on the line said that there is no followup to the procedure (yet they do this to charge your insurance as a regular visit.) Remember when I wrote that the doctor said 'no charge'? They charge your insurance either way and you have to pickup the remainder. So it's really a deferred charge. They said that it's a courtesy that they don't have you pay a copay upon arrival and that they bill your insurance first to see if they'll cover it. The doctor shouldn't say something as stupid as 'no charge' when he doesn't know how his billing works. The bill was only $25, but it's the principle of the matter, you know.
I won't be stepping foot back into this office. I don't care if they gave me a free t-shirt -- I'm burning it!",100199410,Yelp
1869197,"My primary care doctor referred me to Dr. Ungar for back issues. I am very pleased, highly with the care he has shown me. I trust him and his opinions. He listens to your issues and has tried to help resolve my issues. I love my doctor!!",100429008,HG
4712848,"I love Bev Blessing! She helped me after my sister passed away from a very aggressive form of uterine cancer, looking after me carefully. After a year I decided to have a hysterectomy and Dr. Jacome performed it and I have had no problems since.",101076937,RateMD
2210670,"Dr. Kinney performed an abdominoplasty along with a ""butt"" lift after my major weight lost. All I got to say he is the sweetest soul I've met. Caring and he did an amazing job on my surgery. I came in to his office in pain after surgery and he reassured me everything was ok and helped me with my pain. He really cares about his patients and shows it. I would recommend dr. Kinney a million times over.",100504946,HG
4012742,Hey was the only Dr that got it right and made me feel  million times better... he listens to everything explains your bloodwork  where you can understand whats going on excellent doctor ....i have sent 3 people to him already...,100921521,HG
4286502,"Dr. Macdonald is a great surgeon. After discussing the options with me, he took care of my problem quickly and expertly. I was very impressed with his bedside manner, knowledge, and friendliness. So glad that we found him and the awesome staff at Midwest ENT!",100982542,HG
307011,This was my third visit to see Dr. Patel.  I have been a patient at the previous practices for more than 20 years.  Since having Melanoma in 2015 I have been veryserious in my approach to skin care.  Dr Patel is very through and has been doing a great job on maintaining my dermatology health.  Would highly recommend her and her staff.,100066166,HG
1382206,Dr Webers out look on precribing drugs You might as well take them because they are cheap as dirt,100314819,Vitals
4694975,I had these pediatricians when I was a child. They are absolutely the best! Now that i moved away from the high desert I don't think I will find anyone that compares to them. The always return calls promptly and the both doctors are so kind and kid friendly. My 4 year old loves going to see her Dr!!!!,101073980,RateMD
2288402,My father in law is 89 yrs old and Dr Heiland had taken SUCH awesome care of him and his issues! She is very knowledgeable and gentle. The office staff is open and responsive and never loses their patience!! I&#39;m so thankful for their care!!,100521354,Yelp
3721986,"Very good visit, reassuring.",100849448,HG
3880458,2 weeks since I first saw the doctor and the paperwork still isn't done by the doctor so staff can submit it to the insurance company so I can get a pain injection.,100887114,Vitals
3839533,"This was a checkup to see how I am doing.  Dr. Marchena was willing to spend as much time with me to ensure my questions were answered and I was doing fine.  He noticed I needed a change in my medication and immediately took care of it.  
Dr. Marchena has always been very courteous and friendly to me and I like going to him.",100877144,HG
4050867,I am a patient at Marshall Hospital,100928340,Vitals
2977731,"Dr. Gersh has been a beacon of light in a cave of worry and uncertainty in my life recently. She became a touchstone for me when I was afraid that my D&amp;C results came back with something I didn&#39;t want to see: abnormal cells. After being pushed aside for years by a doctor, then being told some devastating news with no clarity by another, I happened to meet Dr. Gersh at a post-conference book signing who gladly gave me a second opinion. Really. She had so much to do where she was - and didn&#39;t know me from Eve but she stopped, tuned in, turned on and was completely present for this second opinion in a way I had never seen before.<br><br>With that second opinion came expertise, frank conversation, and a gentle but deeply grounded assuredness for my future- that I could and will indeed have everything that want in my life. Then when my head stopped spinning, she even went into how my body got here to begin with and what needed to be done in the future to make sure that I never had to hear this kind of news ever again. <br><br>Thank you Dr Gersh, from the bottom of my heart for your kindness and for being a champion of my health.",100682392,Yelp
995350,There are not enough words for me to state my appreciation and thanks for Dr Ramlogan and staff.  My surgery was complicated and extensive and as a nurse I was nervous.  I had done my research on surgeons and his name kept coming up as the surgeon to go to in a 150 mile radius...the doctors doctor.  Dr Ramlogan's professionalism and bedside manners are second to none.  The moment I knew I had made the right decision was when he stopped to pray with my daughter and I before surgery.  Thanks again,100227971,HG
4086377,"This whole office is a joke! From the unprofessional, unfriendly, incompetent staff to the LATE, unethical, unfriendly doctor! I waited over 2 hours for my first visit and didn't even see the doctor in person! I had to meet her through a computer screen/over the phone (Skype)! A real joke...not to mention her staff are very disrespectful and menacing. I will never go to her again or even THINK to refer her to anyone I know, this lady doesn't deserve to be able to treat patients.",100936678,Yelp
960923,"He is thorough, professional and nice. His staff are great, too!",100221559,HG
552140,Dr Jonathan Weiser is one of the finest plastic and reconstructive surgeons!   I  can't say enough good about him!   I  highly recommend him to anyone that is looking for the very best!,100124375,Vitals
4707740,"Excellent Dr, caring takes time to listen",101076227,HG
2254271,Dr. Carter is a great. Very caring & compassionate. Would definitely recommend her to friends and family!,100515178,HG
625615,The staff is excellent. They are always friendly and always smiling.,100139313,HG
2177896,"I have been to so many doctors that just plain do not take the time to listen and understand the problems that I am having.  Doctor Knight is the exception!  She always spends enough time to answer all of your questions and cover all of your concerns.  She does not have the superiority complex that most doctors have, it is very refreshing.  Her goal is to help her  patients and she truly means it.",100496508,Vitals
482961,"Dr Kernan is very knowledgeable and professional.  I've had emergencies and got in the same day to see her, sometimes in a matter of a few hours.  I've never had a problem with her following through on testing I had done.  Her nurse Teri is super also and very quick to answer your questions and phone calls.",100109468,RateMD
3235433,"Absolutely the worst Dr. I have ever encounted.  Rude, down taking and does communicate well on a human level.  Verbially shuts down patients trying to ask questions to understand their conditions or potential outcomes.  Would not recommend this Dr to anyone.",100742581,Vitals
2958925,The new office is beautiful!  So clean and quiet. Love the office staff!,100679472,HG
724910,"Many patients don't understand this doctor because he cares about making your life better and manageable to be a survivor, not having to exist on medication. If he feels you're worth saving he will, but if he feels you there for the wrong reasons he will not support a droug habit. If you love yourself than this doctor will stick with you, but be honest. As a patient I wouldn't want another doctor who didn't really care and he cares about all his patients. so many are angry because he's so real and understanding and that should be a plus for anyone who wants to live a good life. He stands up for his patients when he can trust you to want good for yourself.",100162487,Vitals
1434590,Dr. Calame is one of the best doctors I have ever had privilege to meeting. She explained in detail what my medical issues were and she gave me multiple options on how to treat them and she allowed me to choose which option was best for me. Her knowledge of dermatopathology is untouchable and can't be compared to any other doctor that I know. She was extremely helpful and polite and I was diagnosed quickly and my appointment and waiting time was not long at all. I would recommend this doctor to anyone.,100328531,Yelp
2519601,He has been my Primary Care Physician for 15 years.  He takes the time to listen and answer my questions.  He follows up on the results of treatments to insure that the healing has taken place.  I would highly recommend Dr. Carpenter.,100578108,HG
2968075,"Best provider,gives excellent care",100680901,HG
